page_title,users_reverted_past_1_week
2024 Maharashtra Legislative Assembly election,16
Mallikarjun Kharge,5
Jahanabad (Lok Sabha constituency),5
Himanta Biswa Sarma,4
Bal Thackeray,4
2024 Jharkhand Legislative Assembly election,3
Mithun Chakraborty,3
N. Chandrababu Naidu,3
Rajesh Khanna,3
Preamble to the Constitution of India,3
