page_title,users_reverted_past_1_week
Yashasvi Jaiswal,14
Teri Baaton Mein Aisa Uljha Jiya,13
Bramayugam,13
Rajpurohit,12
Next Indian general election in Tamil Nadu,10
Crakk,9
Dunki (film),8
Eagle (2024 film),7
Tamang people,7
East Bengal FC,7
