page_title,change_from_last_week
Yashasvi Jaiswal,14
Rajpurohit,11
Crakk,8
Bramayugam,7
Next Indian general election in Tamil Nadu,7
Tamang people,6
East Bengal FC,6
Dunki (film),5
2024 Indian general election in Bihar,5
Gautama Buddha in Hinduism,5
