page_title,change_from_last_week
Kamal Nath,9
Narayankhed Assembly constituency,4
Goshamahal Assembly constituency,4
2024 Indian general election in Assam,4
Rajya Sabha,3
Y. S. Sharmila,3
Next Indian general election in Kerala,3
Jyoti Basu,3
Vinayak Damodar Savarkar,3
Communist Party of India (Marxist),3
