page_title,users_reverted_past_1_week
Bigg Boss (Hindi TV series) season 18,20
The Sabarmati Report,17
Maurya Empire,13
Bhool Bhulaiyaa 3,12
Kanguva,11
Karimganj,9
Valimai,8
Telugu language,8
Bellary,8
Shilajit,8
