page_title,users_reverted_past_1_week
2024 Maharashtra Legislative Assembly election,17
Bhiwandi West Assembly constituency,9
Eknath Shinde,5
Palakkad Assembly constituency,5
2024 Jharkhand Legislative Assembly election,4
Kamala Surayya,4
"One Nation, One Election",4
Bhosari Assembly constituency,4
2023 Manipur violence,4
2002 Gujarat riots,3
