page_title,change_from_last_week
Bhiwandi West Assembly constituency,9
Eknath Shinde,5
Palakkad Assembly constituency,5
Bhosari Assembly constituency,4
2023 Manipur violence,4
Kamala Surayya,3
"One Nation, One Election",3
Hajong people,3
Sangola Assembly constituency,3
2024 Maharashtra Legislative Assembly election,2
