page_title,users_reverted_past_1_week
Next Telangana Legislative Assembly election,25
Revanth Reddy,24
2023 Rajasthan Legislative Assembly election,17
K. Chandrashekar Rao,12
2023 Madhya Pradesh Legislative Assembly election,9
2023 Chhattisgarh Legislative Assembly election,9
Aaditya Thackeray,8
Telangana Legislative Council,7
Zoram People's Movement,7
Government of Telangana,7
