page_title,change_from_last_week
Revanth Reddy,24
K. Chandrashekar Rao,12
Aaditya Thackeray,8
Next Telangana Legislative Assembly election,7
Zoram People's Movement,7
Government of Telangana,7
Ashok Gehlot,7
Telangana Legislative Council,6
2023 Chhattisgarh Legislative Assembly election,5
Mahant Balaknath,5
