page_title,change_from_last_week
Dunki (film),13
Sam Bahadur (film),12
2023 elections in India,11
Jailer (film),10
Kanishka,8
Baji Rao I,7
Tripti Dimri,6
Dinesh Phadnis,6
Antony (2023 film),6
Sam Manekshaw,5
