page_title,users_reverted_past_1_week
Kesari Chapter 2,81
Vaibhav Suryavanshi,26
Sky Force (film),14
Indus Waters Treaty,14
Retro (film),13
Simla Agreement,12
Untitled S. S. Rajamouli film,12
Alappuzha Gymkhana,11
The Resistance Front,9
Jewel Thief (2025 film),8
