page_title,change_from_last_week
2025 Pahalgam attack,38
2023 Rajouri attacks,5
Telangana Boggu Ghani Karimka Sangham,4
2008 Mumbai attacks,3
Ministry of Finance (India),3
Michael O'Dwyer,2
Corruption in India,2
L. K. Advani,2
Rajeev Shukla,2
1969 Gujarat riots,2
