page_title,users_reverted_past_1_week
Ram Ji Lal Suman,12
Bulldozer justice,5
2004 Indian general election,4
Ministry of Education (India),4
Indian intervention in the Sri Lankan civil war,3
Next Tamil Nadu Legislative Assembly election,3
Bhagat Singh,3
Eknath Shinde,3
Himanta Biswa Sarma,3
Sunil Dutt,2
