page_title,change_from_last_week
Kunal Kamra,15
Mehul Choksi,9
Untitled S. S. Rajamouli film,8
Kalinga Institute of Industrial Technology,6
Haryana Police,6
Kavya Maran,6
Taarak Mehta Ka Ooltah Chashmah,5
2025 Indian Premier League,5
Nadaaniyan,5
Urdu,5
