page_title,change_from_last_week
RRR (film),23
S. S. Rajamouli,10
Ram Charan,10
2022 Indian Premier League,9
KL Rahul,8
Hosur,7
Beast (2022 film),6
Ayush Badoni,6
Chandragupta Maurya,6
Kerala Rail Development Corporation,6
