page_title,users_reverted_past_1_week
The Kashmir Files,8
Vivek Agnihotri,5
Exodus of Kashmiri Hindus,5
Rashtriya Lok Dal,5
Mamata Banerjee,4
Ministry of Defence (India),4
Tek Fog,4
Manipur Legislative Assembly,3
Sanjiv Bhatt,3
Arvind Kejriwal,3
