page_title,users_reverted_past_1_week
2024 Haryana Legislative Assembly election,4
Pawan Kalyan,4
Nitish Kumar,4
Next Jammu and Kashmir Legislative Assembly election,4
"Communist Party of India (Marxist), Kerala",4
Social Democratic Party of India,3
Mahatma Gandhi,3
Huseyn Shaheed Suhrawardy,3
A. K. Fazlul Huq,3
West Bengal Pradesh Congress Committee,3
