page_title,users_reverted_past_1_week
Bigg Boss (Telugu season 6),38
Bigg Boss (Tamil season 6),30
Varisu,16
Vijay (actor),13
Tu Jhoothi Main Makkaar,12
Ishan Kishan,10
Yashodharman,10
Nora Fatehi,8
Magic in India,7
Moinuddin Khan (musician),6
