page_title,change_from_last_week
Mukesh Agnihotri,10
Sukhvinder Singh Sukhu,7
2001 Indian Parliament attack,6
Jai Ram Thakur,5
Telangana Rashtra Samithi,5
Bihar Legislative Assembly,4
2023 Karnataka Legislative Assembly election,4
Pawan Kalyan,4
Next Indian general election,4
Amritpal Singh Khalsa,3
