page_title,users_reverted_past_1_week
Jailer (film),38
Tejas (film),25
Mohammed Shami,16
Tiger Nageswara Rao,11
Thunivu,10
Kannur Squad,10
12th Fail,10
Salaar,8
Leo (2023 Indian film),8
2023 Cricket World Cup,8
