page_title,users_reverted_past_1_week
Vilas Rupawate,7
Mallikarjun Kharge,6
Shiv Sena (Uddhav Balasaheb Thackeray),5
Y. S. Sharmila,4
2024 Andhra Pradesh Legislative Assembly election,3
Bhajan Lal Sharma,3
2024 Indian general election,3
2024 Indian general election in Andhra Pradesh,3
N. Chandrababu Naidu,3
Chiranjeevi,3
