page_title,change_from_last_week
Vilas Rupawate,6
Mallikarjun Kharge,5
Shiv Sena (Uddhav Balasaheb Thackeray),5
Y. S. Sharmila,3
N. Chandrababu Naidu,3
Chiranjeevi,3
Janata Dal (United),3
Naam Tamilar Katchi,3
2024 Indian general election,2
2024 Indian general election in Andhra Pradesh,2
