page_title,users_reverted_past_1_week
2024 Indian Premier League,21
Ayalaan,17
Merry Christmas (2023 film),15
Archana Ravichandran,11
Pongal (festival),10
Neru (film),10
12th Fail,9
Project K (film),9
Medha Shankar,9
Kaatera,8
