page_title,users_reverted_past_1_week
Bigg Boss (Tamil season 6),32
Varisu,26
HIT: The Second Case,19
Drishyam 2 (2022 film),12
Margarita with a Straw,12
Harmeet Dhillon,11
Vijay (actor),10
Chandragupta Maurya,10
Gujarat International Finance Tec-City,8
Thunivu,7
