page_title,change_from_last_week
Bigg Boss (Tamil season 6),17
HIT: The Second Case,13
Margarita with a Straw,12
Drishyam 2 (2022 film),11
Harmeet Dhillon,11
Chandragupta Maurya,10
Gujarat International Finance Tec-City,7
2022 elections in India,7
Tejasswi Prakash,6
Anna Carteret,6
