page_title,users_reverted_past_1_week
2024 Indian general election,16
Babu Singh Kushwaha,9
Jadavpur Lok Sabha constituency,7
Diamond Harbour Lok Sabha constituency,5
Kolkata Dakshin Lok Sabha constituency,5
Rajahmundry Rural Assembly constituency,4
Nitish Kumar,4
Narendra Modi,4
Serampore Lok Sabha constituency,4
Bardhaman–Durgapur Lok Sabha constituency,4
