page_title,users_reverted_past_1_week
Ghilli,17
Aavesham (2024 film),16
Gukesh D,15
Lokesh Kanagaraj,12
Maratha Empire,11
Guntur Kaaram,11
2022 monkeypox outbreak,10
Hanuman Jayanti,9
KL Rahul,8
HAL Tejas,7
