page_title,users_reverted_past_1_week
Vachathi case,7
N. Chandrababu Naidu,6
Next Madhya Pradesh Legislative Assembly election,6
Bihar caste-based survey 2023,6
Darbhanga (Lok Sabha constituency),5
Next Indian general election,4
New Indian parliament building,4
2022 Karnataka hijab row,4
YSR Congress Party,3
Assam Pradesh Congress Committee,3
