page_title,users_reverted_past_1_week
India at the 2022 Asian Games,34
Kannur Squad,22
Skanda (film),21
The Vaccine War,17
Tiger 3,8
Leo (2023 Indian film),8
Dunki (film),7
2001–2002 India–Pakistan standoff,7
Lokesh Kanagaraj,7
Kushi (2022 film),7
