page_title,users_reverted_past_1_week
Tiger 3,17
Akbar Khan (director),15
Dunki (film),10
Mastaney,8
Panjab University,8
RDX: Robert Dony Xavier,7
Jawan (film),7
Sunil Chhetri,7
Leo (2023 Indian film),7
Delhi Public School Society,7
