page_title,users_reverted_past_1_week
Hardeep Singh Nijjar,23
Sidhu Moose Wala,7
Next Madhya Pradesh Legislative Assembly election,6
Babbar Khalsa,5
Indian National Developmental Inclusive Alliance,4
N. Chandrababu Naidu,4
Parliament of India,4
Dravida Munnetra Kazhagam,4
Next Indian general election,3
Muhammad Iqbal,3
