page_title,change_from_last_week
Akbar Khan (director),12
Dunki (film),10
Tiger 3,9
Panjab University,8
Delhi Public School Society,7
YRF Spy Universe,7
Kharavela,6
Air India Flight 182,6
Talwinder Singh Parmar,6
The Resistance Front,6
