page_title,change_from_last_week
Pushpa: The Rise,12
Gehraiyaan (film),10
Sushmita Sen,9
Harbhajan Singh,9
Beast (2022 film),8
Lashkar-e-Taiba,7
83 (film),6
Bhagavad Gita,6
Sivaji Ganesan,6
Mangalore bajji,6
