page_title,users_reverted_past_1_week
Lawrence Bishnoi,14
Martin (2023 film),12
Jigra,12
OG (2025 film),11
BRICS,11
The Raja Saab,10
Jean-Baptiste Tavernier,9
Kranti (2006 film),8
The Jungle Book (1967 film),7
Andaman and Nicobar Islands,7
