page_title,users_reverted_past_1_week
Neeraj Chopra,14
Dulquer Salmaan,10
Aparna Nair,10
Palghar,10
Jawan (film),10
Raksha Bandhan,9
Dream Girl 2,8
BRICS,8
Shiva,7
Shiv Shakti Point,7
