page_title,users_reverted_past_1_week
Pithapuram Assembly constituency,12
Jadavpur Lok Sabha constituency,9
Malkajgiri (Lok Sabha constituency),8
Sidhu Moose Wala,6
Rohtak (Lok Sabha constituency),6
Indian National Congress,5
Varanasi (Lok Sabha constituency),5
All India Anna Dravida Munnetra Kazhagam,4
Darjeeling Lok Sabha constituency,4
Balurghat (Lok Sabha constituency),4
