page_title,change_from_last_week
Malkajgiri (Lok Sabha constituency),8
Pithapuram Assembly constituency,7
Jadavpur Lok Sabha constituency,7
Rohtak (Lok Sabha constituency),6
Sidhu Moose Wala,5
Indian National Congress,4
Varanasi (Lok Sabha constituency),4
Muhammad Ali Jinnah,4
Communist Party of India (Marxist),4
1971 Indian general election,4
