page_title,users_reverted_past_1_week
Deep Sidhu,15
Rahul Bajaj,8
2022 Uttar Pradesh Legislative Assembly election,7
Mohan Babu,7
2022 Karnataka hijab row,6
Alauddin Khalji,5
J. Jayalalithaa,5
V. K. Sasikala,5
Naam Tamilar Katchi,5
Khushbu,5
