page_title,change_from_last_week
Pithapuram Assembly constituency,11
Andhra Pradesh Legislative Assembly,9
Manohar Lal Khattar,8
Bhagwant Mann,6
Delhi Legislative Assembly,5
Bihar caste-based survey 2023,5
"Citizenship (Amendment) Act, 2019",4
Madhya Pradesh Legislative Assembly,4
Diamond Harbour Lok Sabha constituency,4
Tamil Nadu Legislative Assembly,4
