page_title,change_from_last_week
Women's Premier League (cricket),12
Ahmednagar,10
Vande Bharat Express,9
Zee Cine Awards,9
Bramayugam,8
Dimasa Kingdom,8
Delhi Capitals,6
Mongoose,6
Shaphee Lanphee,6
Jorhat,5
