page_title,users_reverted_past_1_week
India national cricket team,24
Turbo (2024 film),12
Jasprit Bumrah,10
Kill (film),10
Lingayatism,9
"Abhishek Sharma (cricketer, born 2000)",9
2024 Uttar Pradesh stampede,7
Mamitha Baiju,7
Sitaare Zameen Par (film),7
Rishabhanatha,7
