page_title,users_reverted_past_1_week
Tu Jhoothi Main Makkaar,37
Naatu Naatu,15
M. M. Keeravani,14
Kabzaa (2023 film),11
Leo (2023 Indian film),10
The Elephant Whisperers,8
Dasara (film),7
S. S. Rajamouli,7
India as a potential superpower,7
Telugu cinema,7
