page_title,change_from_last_week
Naatu Naatu,14
M. M. Keeravani,14
Kabzaa (2023 film),11
The Elephant Whisperers,8
Telugu cinema,7
Kundali Bhagya,7
Tata Group,7
S. S. Rajamouli,6
India as a potential superpower,6
Yevadu,6
