page_title,users_reverted_past_1_week
Tangail Saree (West Bengal),11
Fighter (2024 film),10
Poonam Pandey,9
Bharat Ratna,9
Andhra Pradesh,9
Guru Ghasidas Vishwavidyalaya,9
Battle of Ichogil Bund,8
12th Fail,8
Kalki 2898 AD,7
Kolahoi Peak,7
