page_title,change_from_last_week
Tamilaga Vettri Kazhagam,15
L. K. Advani,10
2024 Indian general election in West Bengal,4
P. V. Narasimha Rao,4
Rubab Sayda,4
Next Maharashtra Legislative Assembly election,4
Dharmendra,3
2022 Punjab Legislative Assembly election,3
Bhagwant Mann,3
Central Bureau of Investigation,3
