page_title,users_reverted_past_1_week
KK (singer),48
F3 (film),24
Fear Factor: Khatron Ke Khiladi,13
Loev,13
Taarak Mehta Ka Ooltah Chashmah,12
Brahmāstra (film),12
Twinkle Khanna,11
Ahluwalia (caste),11
Lokesh Kanagaraj,10
Shiva,9
