page_title,change_from_last_week
KK (singer),46
F3 (film),17
Loev,13
Twinkle Khanna,11
Ahluwalia (caste),11
Brahmāstra (film),10
Lokesh Kanagaraj,9
Taarak Mehta Ka Ooltah Chashmah,8
Kamal Haasan,8
Tamil Muslim,8
