page_title,users_reverted_past_1_week
2022 monkeypox outbreak,26
Varisu,25
777 Charlie,10
Shamshera,10
Raksha Bandhan (film),9
Marathi language,8
Sai Pallavi,7
2.0 (film),7
Kurmali language,7
Kishtwari,7
