page_title,users_reverted_past_1_week
Housefull 5,22
Shubman Gill,22
Air India Flight 171,20
Jasprit Bumrah,12
Shubhanshu Shukla,12
Beast (2022 Indian film),10
Taare Zameen Par,9
Zee TV,9
Himanshi Khurana,8
Retro (film),7
