page_title,change_from_last_week
Shubman Gill,21
Housefull 5,13
Shubhanshu Shukla,12
Jasprit Bumrah,11
Taare Zameen Par,9
Zee TV,9
Beast (2022 Indian film),8
Himanshi Khurana,8
R. K. Suresh,7
Humpty Sharma Ki Dulhania,7
