page_title,users_reverted_past_1_week
Bigg Boss (Tamil season 6),31
Pongal (festival),28
Varisu,16
Lokesh Kanagaraj,16
Shubman Gill,15
2023 Men's FIH Hockey World Cup,14
Valimai,12
Shehzada (2022 film),11
Tu Jhoothi Main Makkaar,10
Chhatriwali (film),10
