page_title,change_from_last_week
Kalki 2898 AD,13
Turbo (2024 film),12
Bade Miyan Chote Miyan (2024 film),12
Dimasa Kingdom,9
2024 Tamil Nadu alcohol poisoning,7
Zaheer Iqbal,6
Loi,6
Anupama: Namaste America,6
Murder of Renukaswamy,6
Veena Malik,5
