page_title,change_from_last_week
Proposed states and union territories of India,17
Leader of the Opposition in Lok Sabha,14
Janata Dal (United),6
Telangana Legislative Assembly,6
Utraula Assembly constituency,6
Biju Janata Dal,5
Sikkim Krantikari Morcha,5
Ashok Gehlot,3
Andhra Pradesh Legislative Assembly,3
Mansukh Mandaviya,3
