page_title,users_reverted_past_1_week
Akhand Bharat,15
Aniyan Midhun,12
Sengol,10
Tiger 3,10
Margaret Abbott,10
India national football team,9
Andaman and Nicobar Islands,8
K.G.F (film series),8
Sreeleela,7
Romani people,7
