page_title,users_reverted_past_1_week
Pawan Kalyan,6
Kaikala Satyanarayana,5
Chandra Shekhar,4
K. B. Hedgewar,4
Muhammad Ali Jinnah,3
All India Anna Dravida Munnetra Kazhagam,3
Amritpal Singh Khalsa,3
United Progressive Alliance,3
"Citizenship (Amendment) Act, 2019",3
Sarojini Naidu,3
