page_title,change_from_last_week
Bramayugam,17
Shreyanka Patil,14
Bastar: The Naxal Story,12
Razakar – Silent Genocide of Hyderabad,11
Royal Challengers Bangalore,9
Nikki Haley,8
Next Indian general election in Tamil Nadu,8
George Orwell,7
Sivakarthikeyan,7
Murder Mubarak,7
