page_title,users_reverted_past_1_week
Bigg Boss (Hindi season 16),32
Varisu,20
Krishna (Telugu actor),17
Ram Setu (film),15
Bigg Boss (Tamil season 6),14
Beast (2022 Indian film),14
G20,13
Jhalak Dikhhla Jaa (season 10),11
Sania Mirza,8
Saif Ali Khan,8
