page_title,change_from_last_week
Bigg Boss (Hindi season 16),31
Varisu,17
Krishna (Telugu actor),17
Ram Setu (film),13
G20,11
Jainism,8
Saif Ali Khan,7
Yeh Hai Mohabbatein,7
Masala dosa,7
Children's Day (India),7
