page_title,users_reverted_past_1_week
Bigg Boss OTT (Hindi Digital series) season 3,32
Manu Bhaker,17
India at the 2024 Summer Olympics,15
Indian 2,14
2024 Wayanad landslides,14
India national cricket team,11
Kamala Harris,9
Swapnil Kusale,9
Kill (film),8
Turbo (2024 film),8
