page_title,change_from_last_week
West Bengal State Chhatra Parishad,4
Jana Sena Party,3
Madan Mohan Malaviya,3
Shrikant Jichkar,3
Kerala Pradesh Congress Committee,3
Muhammad Ali Jinnah,2
Parliament of India,2
Nitish Kumar,2
Savitri Devi,2
Samajwadi Party,2
