page_title,change_from_last_week
Subrata Roy,9
Bandra (film),8
Salaar,7
Chandra Mohan (Telugu actor),7
Amrita Shah,7
Garudan (film),6
Wankhede Stadium,6
Kali,5
War (2019 film),5
Ae Dil Hai Mushkil,5
