page_title,change_from_last_week
Jawan (film),13
N. Valarmathi,13
Tiger 3,12
Kushi (2022 film),12
Nepal–Sikh War,9
Chandrayaan-3,8
Udhayanidhi Stalin,8
Malini Rajurkar,8
Aditya-L1,7
2023 G20 New Delhi summit,7
