page_title,users_reverted_past_1_week
Indian National Developmental Inclusive Alliance,6
K. Chandrashekar Rao,5
Muhammad Iqbal,3
Abdul Karim Telgi,3
Sidhu Moose Wala,3
Sarvepalli Radhakrishnan,3
Simranjit Singh Mann,3
Next Indian general election,2
Archana Gautam,2
Lalu Prasad Yadav,2
