page_title,users_reverted_past_1_week
Jawan (film),20
Tiger 3,14
Chandrayaan-3,13
N. Valarmathi,13
Kushi (2022 film),12
Aditya-L1,10
2023 G20 New Delhi summit,10
Nepal–Sikh War,9
Sengol,8
Udhayanidhi Stalin,8
